SIREN principal,Id,Raison sociale,Date de publication,Année de reporting,Siret
487625436,93a86fbf-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,27/10/2020,2019,
487625436,938f9af9-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,11/02/2019,2018,
487625436,938b46ab-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,03/04/2018,2011,
487625436,9379a3f6-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL BRIE PICARDIE,08/09/2017,2016,
428688485,93bfe0aa-b1cd-11ed-8fce-005056b7acd1,BETC,18/07/2022,2021,"428688485 Bobigny
"
428688485,93bfdbb7-b1cd-11ed-8fce-005056b7acd1,BETC,18/07/2022,2018,"428688485 Bobigny
"
428688485,93bfbfe6-b1cd-11ed-8fce-005056b7acd1,BETC,18/07/2022,2019,"428688485 Bobigny
"
428688485,2e23406e-50ea-4169-843d-3577ed5e386e,BETC,20/09/2023,2022,
419671425,93c5b4d6-b1cd-11ed-8fce-005056b7acd1,APAVE NORD-OUEST SAS,22/12/2022,2021,
419671425,93a1a4ed-b1cd-11ed-8fce-005056b7acd1,APAVE NORD-OUEST SAS,27/03/2020,2018,
419671425,938c9001-b1cd-11ed-8fce-005056b7acd1,APAVE NORD-OUEST SAS,23/05/2018,2017,
419671425,93720a48-b1cd-11ed-8fce-005056b7acd1,APAVE NORD-OUEST SAS,19/01/2016,2014,
389192030,93c511c1-b1cd-11ed-8fce-005056b7acd1,GE STEAM POWER SYSTEMS,19/12/2022,2021,
389192030,937cc196-b1cd-11ed-8fce-005056b7acd1,GE STEAM POWER SYSTEMS,16/09/2016,2011,
389192030,937cc074-b1cd-11ed-8fce-005056b7acd1,GE STEAM POWER SYSTEMS,16/09/2016,2014,
389192030,937c24aa-b1cd-11ed-8fce-005056b7acd1,GE STEAM POWER SYSTEMS,14/09/2016,2015,
385290309,93c07cba-b1cd-11ed-8fce-005056b7acd1,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,15/11/2022,2021,"Conform&eacute;ment &agrave; la recommandation r&eacute;glementaire, le p&eacute;rim&egrave;tre op&eacute;rationnel retenu est l&rsquo;ensemble des postes d&rsquo;&eacute;missions directes et indirectes de GES pertinents de l&rsquo;ADEME, c&rsquo;est-&agrave;-dire 15 des 23 postes des Cat&eacute;gories 1, 2 et 3 au sens de la m&eacute;thode r&eacute;glementaire. L&rsquo;ensemble des sites d&rsquo;activit&eacute; de l&rsquo;ADEME, soit 32 sites, et leurs &eacute;quipements sont inclus dans le p&eacute;rim&egrave;tre organisationnel de ce bilan ainsi que les diff&eacute;rentes sources fixes et mobiles d&rsquo;&eacute;missions rattach&eacute;es &agrave; ces sites et effectivement op&eacute;r&eacute;es par l&rsquo;ADEME, &agrave; l&rsquo;exception de la repr&eacute;sentation de l&rsquo;ADEME &agrave; Bruxelles dans la mesure o&ugrave; elle ne se situe pas sur le territoire fran&ccedil;ais.

Les sites compris dans le p&eacute;rim&egrave;tre de ce bilan sont list&eacute;s ci-dessous&nbsp;:


	
		
			
			ADEME Angers
			
		
		
			
			ADEME Paris
			
		
		
			
			ADEME Valbonne
			
		
		
			
			ADEME Strasbourg
			
		
		
			
			ADEME Metz
			
		
		
			
			ADEME Ch&acirc;lons-en-Champagne 
			
		
		
			
			ADEME Bordeaux
			
		
		
			
			ADEME Limoges
			
		
		
			
			ADEME Poitiers
			
		
		
			
			ADEME Lyon
			
		
		
			
			ADEME Clermont-Ferrand
			
		
		
			
			ADEME Besan&ccedil;on
			
		
		
			
			ADEME Dijon
			
		
		
			
			ADEME Rennes
			
		
		
			
			ADEME Orl&eacute;ans
			
		
		
			
			ADEME Ajaccio
			
		
		
			
			ADEME Puteaux
			
		
		
			
			ADEME Lab&egrave;ge
			
		
		
			
			ADEME Montpellier
			
		
		
			
			ADEME Amiens
			
		
		
			
			ADEME Douai
			
		
		
			
			ADEME Rouen
			
		
		
			
			ADEME H&eacute;rouville-Saint-Clair
			
		
		
			
			ADEME Nantes
			
		
		
			
			ADEME Marseille
			
		
		
			
			ADEME Guadeloupe
			
		
		
			
			ADEME Guyane
			
		
		
			
			ADEME Martinique
			
		
		
			
			ADEME Nouvelle-Cal&eacute;donie
			
		
		
			
			ADEME Polyn&eacute;sie Fran&ccedil;aise
			
		
		
			
			ADEME R&eacute;union-Mayotte
			
		
		
			
			ADEME Saint-Pierre-et-Miquelon
			
		
	

"
385290309,939783e3-b1cd-11ed-8fce-005056b7acd1,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,21/06/2021,2017,"Conform&eacute;ment &agrave; la recommandation r&eacute;glementaire, le p&eacute;rim&egrave;tre op&eacute;rationnel retenu est l&rsquo;ensemble des postes d&rsquo;&eacute;missions directes et indirectes de GES pertinents de l&rsquo;ADEME, c&rsquo;est-&agrave;-dire 15 des 23 postes des Cat&eacute;gories 1, 2 et 3 au sens de la m&eacute;thode r&eacute;glementaire. L&rsquo;ensemble des sites d&rsquo;activit&eacute; de l&rsquo;ADEME, soit 33 sites, et leurs &eacute;quipements sont inclus dans le p&eacute;rim&egrave;tre organisationnel de ce bilan ainsi que les diff&eacute;rentes sources fixes et mobiles d&rsquo;&eacute;missions rattach&eacute;es &agrave; ces sites et effectivement op&eacute;r&eacute;es par l&rsquo;ADEME, &agrave; l&rsquo;exception de la repr&eacute;sentation de l&rsquo;ADEME &agrave; Bruxelles dans la mesure o&ugrave; elle ne se situe pas sur le territoire fran&ccedil;ais.

Les sites compris dans le p&eacute;rim&egrave;tre de ce bilan sont list&eacute;s ci-dessous&nbsp;:


	ADEME nationale Angers &ndash; Si&egrave;ge social
	ADEME nationale Paris
	ADEME nationale Valbonne
	ADEME Alsace
	ADEME Aquitaine
	ADEME Auvergne
	ADEME Basse-Normandie
	ADEME Bourgogne
	ADEME Bretagne
	ADEME Centre
	ADEME Champagne-Ardenne
	ADEME Corse
	ADEME Franche Comt&eacute;
	ADEME Guadeloupe
	ADEME Guyane
	ADEME Haute-Normandie
	ADEME &Icirc;le-de-France
	ADEME Languedoc-Roussillon
	ADEME Limousin
	ADEME Lorraine
	ADEME Martinique
	ADEME Mayotte
	ADEME Midi Pyr&eacute;n&eacute;es
	ADEME Nord Pas de Calais
	ADEME Nouvelle-Cal&eacute;donie
	ADEME Pays de la Loire
	ADEME Picardie
	ADEME Poitou Charentes
	ADEME Polyn&eacute;sie fran&ccedil;aise
	ADEME Provence Alpes C&ocirc;te d&rsquo;Azur
	ADEME R&eacute;union
	ADEME Rh&ocirc;ne Alpes
	ADEME Saint Pierre et Miquelon

"
385290309,9374018b-b1cd-11ed-8fce-005056b7acd1,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,12/02/2016,2014,"L&rsquo;ensemble des sites d&rsquo;activit&eacute; de l&rsquo;ADEME et leurs &eacute;quipements sont inclus dans le p&eacute;rim&egrave;tre organisationnel de ce bilan ainsi que les diff&eacute;rentes sources fixes et mobiles d&rsquo;&eacute;missions rattach&eacute;es &agrave; ces sites et effectivement op&eacute;r&eacute;es par l&rsquo;ADEME, &agrave; l&rsquo;exception de la repr&eacute;sentation de l&rsquo;ADEME &agrave; Bruxelles dans la mesure o&ugrave; elle ne se situe pas sur le territoire fran&ccedil;ais.


"
385290309,9370a4a3-b1cd-11ed-8fce-005056b7acd1,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,09/03/2015,2011,"
"
385218631,93bb110f-b1cd-11ed-8fce-005056b7acd1,MONDIAL RELAY,10/12/2021,2020,
385218631,93b221ce-b1cd-11ed-8fce-005056b7acd1,MONDIAL RELAY,26/01/2021,2019,
385218631,93a70ade-b1cd-11ed-8fce-005056b7acd1,MONDIAL RELAY,15/10/2020,2018,
385218631,48cb7ae2-25be-4468-8ec0-b309bb7343e9,Mondial Relay,09/08/2023,2021,Liste des sites :BEZIERSBLOISBORDEAUXBRIVECAENCERGYCHAMBERYCLERMONT FERRANDDIJONHEM 1HEM 2LIEUSAINTLYON 1LYON 2MARSEILLEMETZMONTPELLIERNANTESNICEPARIS ST MAURPARIS EGLISEREIMSRENNESROUENSARANSTRASBOURGTOULOUSETREMBLAYVALENCE
341737062,93a2cb8f-b1cd-11ed-8fce-005056b7acd1,CNP ASSURANCES,07/05/2020,2019,"341.737.062.000.24
"
341737062,938cb182-b1cd-11ed-8fce-005056b7acd1,CNP ASSURANCES,22/06/2018,2017,"341.737.062.000.24
"
341737062,93858f2b-b1cd-11ed-8fce-005056b7acd1,CNP ASSURANCES,29/05/2017,2016,"341.737.062.000.24
"
341737062,937472b9-b1cd-11ed-8fce-005056b7acd1,CNP ASSURANCES,01/04/2016,2015,"341.737.062.000.24
"
281600015,93c427ba-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,09/12/2022,2021,
281600015,939e2450-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,06/01/2020,2018,
281600015,9385a3ee-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,19/06/2017,2015,
281600015,9370cc6f-b1cd-11ed-8fce-005056b7acd1,SCE DEPARTEMENTAL INCENDIE ET SECOURS,18/03/2015,2012,
268600020,93bfcb1d-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER HENRI LABORIT,12/07/2022,2021,
268600020,939887f2-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER HENRI LABORIT,30/11/2019,2018,
268600020,93757073-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER HENRI LABORIT,29/04/2016,2015,
268600020,9370bce3-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER HENRI LABORIT,12/03/2015,2011,
267900017,93a5e173-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE NIORT,24/08/2020,2019,
267900017,938cc1b3-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE NIORT,29/04/2019,2016,
267900017,93721c46-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE NIORT,15/01/2016,2014,
267900017,93721b2f-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE NIORT,15/01/2016,2010,
261700272,939a6bcd-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE JONZAC,28/01/2020,2018,
261700272,938e9b12-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE JONZAC,21/12/2018,2017,
261700272,9386cd78-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE JONZAC,05/09/2017,2015,
261700272,9370ed35-b1cd-11ed-8fce-005056b7acd1,CENTRE HOSPITALIER DE JONZAC,05/09/2017,2014,
260304936,93bb9308-b1cd-11ed-8fce-005056b7acd1,CTRE HOSPITAL SPECIALISE INTERDEPARTEMEN,27/12/2021,2020,
260304936,93b5260d-b1cd-11ed-8fce-005056b7acd1,CTRE HOSPITAL SPECIALISE INTERDEPARTEMEN,01/07/2021,2017,
260304936,937b6253-b1cd-11ed-8fce-005056b7acd1,CTRE HOSPITAL SPECIALISE INTERDEPARTEMEN,07/09/2016,2014,
260304936,9370b313-b1cd-11ed-8fce-005056b7acd1,CTRE HOSPITAL SPECIALISE INTERDEPARTEMEN,10/03/2015,2011,
229102280,93c0d5e8-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ESSONNE,07/12/2022,2021,"22910228000018
"
229102280,9398dd30-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ESSONNE,09/12/2019,2018,
229102280,937d31b6-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ESSONNE,05/12/2016,2015,
229102280,9370ce68-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ESSONNE,18/03/2015,2012,
227400017,93bbc89e-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA HAUTE SAVOIE,24/01/2022,2020,"22740001700074
"
227400017,938fbead-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA HAUTE SAVOIE,21/01/2022,2017,
227400017,937e7ca2-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA HAUTE SAVOIE,07/12/2016,2015,
227400017,9370d4c9-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA HAUTE SAVOIE,25/03/2015,2011,
226100014,93c6643e-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ORNE,29/12/2022,2011,"22610001400134
"
226100014,93c662fa-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ORNE,29/12/2022,2017,"22610001400134
"
226100014,93c6578f-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ORNE,29/12/2022,2020,"22610001400134
"
226100014,937d5d0d-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ORNE,13/12/2018,2014,"22610001400134
"
225005024,9395473b-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA MANCHE,30/09/2019,2018,"22 500 50 24 000 81
"
225005024,937d5705-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA MANCHE,07/11/2016,2015,"22 500 50 24 00081
"
225005024,9370c05a-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA MANCHE,13/03/2015,2011,
225005024,445af531-2466-476c-a83f-d311dd5c44be,DEPARTEMENT DE LA MANCHE,19/07/2023,2021,
223300013,93c0df52-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA GIRONDE,24/10/2022,2020,
223300013,939ad698-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA GIRONDE,07/02/2020,2017,"SIRET : 22330001300016
"
223300013,937fa2ee-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA GIRONDE,20/12/2016,2014,
223300013,9370d74a-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE LA GIRONDE,14/04/2015,2011,
220900013,93bb3562-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ARIEGE,16/12/2021,2020,
220900013,93947cf6-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ARIEGE,27/09/2019,2017,
220900013,93947bde-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ARIEGE,27/09/2019,2014,
220900013,93947abf-b1cd-11ed-8fce-005056b7acd1,DEPARTEMENT DE L ARIEGE,27/09/2019,2011,
218400075,93c4107c-b1cd-11ed-8fce-005056b7acd1,Avignon,07/12/2022,2021,
218400075,9395c56e-b1cd-11ed-8fce-005056b7acd1,Avignon,02/12/2020,2018,"218 400 075 00014
"
218400075,937fc38b-b1cd-11ed-8fce-005056b7acd1,Avignon,22/12/2016,2015,
218400075,9370bbc8-b1cd-11ed-8fce-005056b7acd1,Avignon,11/03/2015,2012,"218 400 075 00014
"
200042174,93c58456-b1cd-11ed-8fce-005056b7acd1,CA Lorient Agglomération,21/12/2022,2021,"200 042 174 00090
"
200042174,93b8d318-b1cd-11ed-8fce-005056b7acd1,CA Lorient Agglomération,20/12/2021,2020,"200 042 174 00090
"
200042174,939277aa-b1cd-11ed-8fce-005056b7acd1,CA Lorient Agglomération,10/05/2019,2017,
200042174,9370e78b-b1cd-11ed-8fce-005056b7acd1,CA Lorient Agglomération,04/06/2015,2014,
200027183,93c4d8a5-b1cd-11ed-8fce-005056b7acd1,CU Perpignan Méditerranée Métropole,19/12/2022,2021,
200027183,939f2873-b1cd-11ed-8fce-005056b7acd1,CU Perpignan Méditerranée Métropole,21/02/2020,2018,
200027183,9373e3db-b1cd-11ed-8fce-005056b7acd1,CU Perpignan Méditerranée Métropole,03/02/2016,2015,
200027183,9370dba6-b1cd-11ed-8fce-005056b7acd1,CU Perpignan Méditerranée Métropole,23/04/2015,2012,
971506191,93bd9e7c-b1cd-11ed-8fce-005056b7acd1,CLAUGER,20/04/2022,2020,
971506191,938e160d-b1cd-11ed-8fce-005056b7acd1,CLAUGER,30/10/2018,2017,
971506191,9382d3f2-b1cd-11ed-8fce-005056b7acd1,CLAUGER,17/03/2017,2016,
967504697,93c5c930-b1cd-11ed-8fce-005056b7acd1,BOIRON,23/12/2022,2021,"
	967504697 01135
	967504697 00228
	967504697 00665
	967504697 01127
	967504697 00632
	967504697 00723
	967504697 01036
	967504697 00608
	967504697 00236
	967504697 01143
	967504697 00558
	967504697 00160
	967504697 00624
	967504697 01044
	967504697 01119
	967504697 01101
	967504697 00715
	967504697 01028
	967504697 01077
	967504697 00574
	967504697 00681
	967504697 00657
	967504697 01069
	967504697 00616
	967504697 00699
	967504697 00707
	967504697 01085
	967504697 01093
	967504697 00822
	967504697 00566 (si&egrave;ge social)
	967504697 0095
	967504697 01051

"
967504697,93a650f2-b1cd-11ed-8fce-005056b7acd1,BOIRON,22/09/2020,2017,
967504697,9370e1de-b1cd-11ed-8fce-005056b7acd1,BOIRON,31/08/2016,2014,"
	Liste des sites BOIRON concern&eacute;s par le Bilan Carbone
	
		
			967 504 697 00822
		
		
			967 504 697 00566
		
		
			967 504 697 00095
		
		
			967 504 697 01051
		
		
			967 504 697 00616
		
		
			967 504 697 00624
		
		
			967 504 697 01036
		
		
			967 504 697 00632
		
		
			967 504 697 01085
		
		
			967 504 697 01127
		
		
			967 504 697 01044
		
		
			967 504 697 00657
		
		
			967 504 697 01093
		
		
			967 504 697 00608
		
		
			967 504 697 00673
		
		
			967 504 697 01101
		
		
			967 504 697 00681
		
		
			967 504 697 01119
		
		
			967 504 697 00954
		
		
			967 504 697 00509
		
		
			967 504 697 00723
		
		
			967 504 697 00574
		
		
			967 504 697 00699
		
		
			967 504 697 00160
		
		
			967 504 697 01069
		
		
			967 504 697 01077
		
		
			697 504 697 00715
		
		
			967 504 697 00707
		
		
			967 504 697 00228
		
		
			967 504 697 00558
		
		
			967 504 697 00665
		
		
			967 504 697 00541
		
		
			967 504 697 01028
		
		
			967 504 697 00236
		
		
			&nbsp;
		
	



&nbsp;
"
937080414,f69b6add-a7e0-49c5-ad7b-ec42f2a034fe,RAJA,24/02/2023,2021,
937080414,93a16990-b1cd-11ed-8fce-005056b7acd1,RAJA,04/03/2020,2018,
937080414,937cb5db-b1cd-11ed-8fce-005056b7acd1,RAJA,15/09/2016,2014,
897080289,93bf32ce-b1cd-11ed-8fce-005056b7acd1,DELTA DORE,23/06/2022,2021,
897080289,93a51846-b1cd-11ed-8fce-005056b7acd1,DELTA DORE,16/07/2020,2019,
897080289,9380094b-b1cd-11ed-8fce-005056b7acd1,DELTA DORE,05/01/2017,2014,
824690002,acc330a7-1ab3-4665-b280-28337209c52c,Axeleo Capital,21/06/2023,2022,
824690002,93b790b7-b1cd-11ed-8fce-005056b7acd1,Axeleo Capital,31/08/2021,2019,
824690002,93b78e3e-b1cd-11ed-8fce-005056b7acd1,Axeleo Capital,31/08/2021,2020,
808227052,93c0d2f0-b1cd-11ed-8fce-005056b7acd1,KEOLIS BORDEAUX METROPOLE,19/08/2022,2021,
808227052,939573a8-b1cd-11ed-8fce-005056b7acd1,KEOLIS BORDEAUX METROPOLE,17/10/2019,2018,"808 227 052 00012
"
808227052,93953fe4-b1cd-11ed-8fce-005056b7acd1,KEOLIS BORDEAUX METROPOLE,27/09/2019,2014,"80822705200012
"
794030213,93c680a7-b1cd-11ed-8fce-005056b7acd1,REGIE LIGNE D,03/01/2023,2021,
794030213,93a1de0b-b1cd-11ed-8fce-005056b7acd1,REGIE LIGNE D,31/05/2020,2018,
794030213,937fe648-b1cd-11ed-8fce-005056b7acd1,REGIE LIGNE D,29/12/2016,2015,
777346412,93a604c4-b1cd-11ed-8fce-005056b7acd1,HILL-ROM SAS,23/03/2021,2019,
777346412,9387ccda-b1cd-11ed-8fce-005056b7acd1,HILL-ROM SAS,19/10/2017,2010,
777346412,9387cba1-b1cd-11ed-8fce-005056b7acd1,HILL-ROM SAS,19/10/2017,2015,
776916207,98c52517-0900-414e-bd5c-726653e900bf,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL TOULOUSE 31,23/03/2023,2021,
776916207,93a18fa5-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL TOULOUSE 31,12/06/2020,2018,
776916207,93712989-b1cd-11ed-8fce-005056b7acd1,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL TOULOUSE 31,23/12/2015,2014,
776531568,ca68da5f-4596-4680-9d4c-abf05d1df8c6,CAISSE PRIMAIRE SECURIT SOCIAL HTE SAVOI,26/09/2023,2022,77653156800025
776531568,9392a6fc-b1cd-11ed-8fce-005056b7acd1,CAISSE PRIMAIRE SECURIT SOCIAL HTE SAVOI,29/10/2019,2018,
776531568,937ab74e-b1cd-11ed-8fce-005056b7acd1,CAISSE PRIMAIRE SECURIT SOCIAL HTE SAVOI,30/08/2016,2014,
775644149,93b5b099-b1cd-11ed-8fce-005056b7acd1,NICOLLIN SAS,09/07/2021,2018,
775644149,9371114c-b1cd-11ed-8fce-005056b7acd1,NICOLLIN SAS,23/12/2015,2014,"
	
		
			
			CENTRES D&#39;EXPLOITATION
			
			
			ACTIVITE
			
			
			ADRESSE
			
			
			NUMEROS SIRET
			
		
		
			
			BAGNOLS SUR CEZE
			
			
			Collecte
			
			
			177, avenue de la Roquette - 13 lotissement de Berret -

			30200 BAGNOLS-SUR-CEZE
			
			
			775 644 149 00426
			
		
		
			
			BERRE L&#39;ETANG
			
			
			Collecte
			
			
			RD 54 - Lieudit &quot;La Croix Rouge Ouest&quot;&nbsp;

			13130&nbsp; BERRE L&#39;ETANG
			
			
			775 644 149 00442
			
		
		
			
			CASTELNAU-LE-LEZ
			
			
			Administratif
			
			
			Avenue des Compagnons - ZA La Garrigue III - 34170 CASTELNAU-LE-LEZ
			
			
			775 644 149 00434
			
		
		
			
			CHAMPIGNY
			
			
			Collecte
			
			
			14/16, rue Benoit Frachon -

			94500 CHAMPIGNY SUR MARNE
			
			
			775 644 149 00228
			
		
		
			
			CORCELLES FERRIERES
			
			
			Collecte/ Nettoiement/ DAE/ Tri/ Post exploitation
			
			
			Chemin du bois des Dames - BP 47 - 25410 CORCELLES FERRIERES
			
			
			775 644 149 00160
			
		
		
			
			LA MOLE
			
			
			Collecte
			
			
			Quartier &quot;Le Marav&eacute;ou&quot;
			83310&nbsp; LA MOLE
			
			
			775 644 149 00137
			
		
		
			
			LE PONTET
			
			
			Collecte
			
			
			26 avenue Th&eacute;ophile Delorme
			84130 Le PONTET
			
			
			775 644 149 00376
			
		
		
			
			LENS-LIEVIN
			
			
			Collecte
			
			
			ZAL&nbsp; du carreau de la Fosse 7
			62210 AVION
			
			
			775 644 149 00251
			
		
		
			
			MAS D&#39;ANGLAS
			
			
			&nbsp;Administratif
			
			
			Le Mas d&rsquo;Anglas

			30740 LE CAILAR
			
			
			775 644 149 00467
			
		
		
			
			MONTPELLIER DG
			
			
			Administratif
			
			
			4895, rue de la Jeune Parque

			34070 MONTPELLIER
			
			
			775&nbsp;644&nbsp;149 00509
			
		
		
			
			NANCY
			
			
			Collecte
			
			
			267, rue du Franclos - ZA du Franclos

			54710 LUDRES
			
			
			775&nbsp;644&nbsp;149 00517
			
		
		
			
			NICE
			
			
			Collecte
			
			
			Boulevard Jean Luciano

			06200 NICE
			
			
			775&nbsp;644&nbsp;149 00558
			
		
		
			
			OLERON
			
			
			Collecte
			
			
			Le Bois d&#39;Angas Ouest
			17310 SAINT PIERRE D&#39;OLERON
			
			
			775 644 149 00053
			
		
		
			
			ROCHEFORT
			
			
			Collecte / D&eacute;ch&egrave;terie
			
			
			6, route de Surg&egrave;re - B&acirc;timent relais - 17430 TONNAY-CHARENTE
			
			
			775 644 149 00285
			
		
		
			
			ROMBAS
			
			
			Collecte
			
			
			Parc d&rsquo;activit&eacute; Champelle

			57255 SAINTE MARIE AUX CHENES
			
			
			775&nbsp;644&nbsp;149 00541
			
		
		
			
			SAINT ROMAIN EN GAL
			
			
			Stockage
			
			
			C&ocirc;te de Melay - Lieudit &quot;Le Melay&quot;
			69560 SAINT ROMAIN EN GAL
			
			
			775 644 149 00293
			
		
		
			
			SAINT-FONS&nbsp;&nbsp; Exploitation
			
			
			Collecte/ DAE/ Tri
			
			
			12/14, rue Charles Martin
			69192 SAINT-FONS
			
			
			775 644 149 00244
			
		
		
			
			SAINT-FONS
			
			
			Si&egrave;ge social &amp;
			Si&egrave;ge administratif
			
			
			37/39, rue Carnot&nbsp;&nbsp; BP 106
			69192 SAINT-FONS
			
			
			775 644 149 00236
			
		
		
			
			VALENCE
			
			
			Collecte/ DAE
			
			
			182, rue Marc Seguin
			07500 GUILHERAND GRANGES
			
			
			775 644 149 00277
			
		
		
			
			VIGNEUX SUR SEINE
			
			
			Collecte
			
			
			4, rue de l&#39;ancienne sabli&egrave;re
			91270&nbsp; VIGNEUX SUR SEINE
			
			
			775 644 149 00400
			
		
		
			
			BUC
			
			
			Collecte/ Nettoiement/ DAE/ Tri
			
			
			254, Avenue Roland Garros
			78530 BUC
			
			
			775 644 149 00103
			
		
	

"
775644149,9370a83c-b1cd-11ed-8fce-005056b7acd1,NICOLLIN SAS,10/03/2015,2011,"
"
775634132,93c5fc03-b1cd-11ed-8fce-005056b7acd1,VVF,17/01/2023,2021,
775634132,93b75a20-b1cd-11ed-8fce-005056b7acd1,VVF,12/08/2021,2020,
775634132,937fac33-b1cd-11ed-8fce-005056b7acd1,VVF,21/12/2016,2015,
775605405,93b7d068-b1cd-11ed-8fce-005056b7acd1,Adapei Loire Atlantique,10/09/2021,2020,
775605405,93b5d0a4-b1cd-11ed-8fce-005056b7acd1,Adapei Loire Atlantique,20/07/2021,2012,
775605405,938a5cb0-b1cd-11ed-8fce-005056b7acd1,Adapei Loire Atlantique,09/01/2018,2016,
